english,bsk_nastaliq,transliteration,urdu,pos,category,source,notes
look,بارےن,baren,دیکھو,verb/imperative,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
I,جے,je,میں,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
you,ون,un,تم / آپ,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
he,ین,in,وہ,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
she,ین,in,وہ,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
we,می,mi,ہم,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
you,ما,ma,تم / آپ,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration; description: plural
they,و,u,وہ لوگ,pronoun/question,general,Wiktionary comparative vocabulary list,dialect=Hussainabad; Nastaliq is heuristic from IPA/transliteration
OPEN,یسقا,isqa,کھلا,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
CLOSED,بان داس,"ban, das",بند,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: Urdu borrow
ENTRANCE,خونجی,khunjee,داخلہ,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
EXIT,دوساس,dusas,باہر نکلنے کا راستہ,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
PUSH,تہانگ,thang,دھکا دیں,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
PULL,تاسک,Taask,کھینچیں,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
TOILET,چارکیش/ہاوسس/چوکانگ/غورایاس دیش,charkish/hauss/chukang/ghurayas dish,بیت الخلا,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
MAN,ہیر,hir,مرد,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
WOMAN,گوسس,guss,عورت,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
FORBIDDEN,یا سےنوم,yaa senum,منع ہے,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
You,ون گو,"Un, go",تم / آپ,pronoun/question,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: subject; object
your,گو,go,,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Me,جا,Ja,میں / مجھے,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
mine,جا,jaa,میرا,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: longer sound
This,گوسےی گوتےی گوےی,", gusey, gutey, guçey",یہ,noun,basics,Wikitravel Burushaski phrasebook,"Nastaliq is heuristic from roman phrasebook text; review before production; source note: according to countable, uncountable, etc"
Hello.,جو/سالام السالامو الےیکوم,"ju/salam, alsalamu aleikum",سلام,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Hello.,بو زایلی با,Bo zaili ba?,سلام,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: informal
How are you?,بو زایلی با بو ہال دووا ون بولہتوم با,Bo zaili ba? Bo hal doowa? Oon bolhtoom ba?,آپ کیسے ہیں؟,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"Fine, thank you.",شووا با,shuwa ba,میں ٹھیک ہوں، شکریہ۔,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
What is your name?,گو گویےک بو دووا,Go goyek bo doowa?,آپ کا نام کیا ہے؟,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
My name is.,جا ایےک دووا,Ja ayek doowa,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed; source note: ja aek bila; Yasen
Nice to meet you.,گوپایا دا شوا اگیےنی,Gopaya da shua agyeni,آپ سے مل کر خوشی ہوئی۔,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Please.,ہویی,huyy,براہ کرم,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Busy.,ماسروف,Masruf,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: Urdu borrow
Thank you.,جو نا,ju na,شکریہ,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
You're welcome.,پاروا اپی,parwa api,کوئی بات نہیں,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Yes.,اوا,awa,ہاں,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
No.,بےی یاہ,"bey yah,",نہیں,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Excuse me.,اچوکا,achoka,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: getting attention
Excuse me.,اچوا,achoa,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: begging pardon
I'm sorry.,جاگا باخشیندا ات,Jaga Bakhshinda at,معاف کیجیے,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Goodbye,یا شوا,Ya shua,,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Goodbye,شوا دے,shua de,,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: informal
I can't speak Brushaski [well].,,[ ],,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: ja burushaski Warcha awulamba
Do you speak English?,ون ےنگلیش اچا لایومبا,Un English Acha Layumba?,کیا آپ انگریزی بولتے ہیں؟,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Is there someone here who speaks English?,اخو مےنا ےنگلیش ےسکی بالیچوندوا,Akho Mena English Eski Balichundua?,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Help,داسپاس/دایسپاس/دوموسپاس/دوسپاس,daspas/dayspas/dumospas/dospas!,,noun,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Look out,خو غان,Kho Ghan,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Good morning.,گونچاتینگا,Gunchatinga,صبح بخیر,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Good evening.,پیشین,pisheen,شام بخیر,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Good night.,تہاپ,Thap,شب بخیر,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I don't understand.,اسکی اپالی,Aski Apali,مجھے سمجھ نہیں آئی۔,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Where is the Yasin Valley?,یاسین باتہان انا دووا,Yasin Bathan Ana Duwa?,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I Understand,جا اسکی بالی,Ja Aski Bali,,phrase,basics,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Leave me alone.,جےہ ادیماتی پہات اہ,Jeh Adimaty Phat ah,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Don't touch me,جا خا اتووون,Ja Xa Atuuon,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'll call the police.,جےہ پولیکے ر قاوو ےچام,Jeh Police r qawo echam,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Police,پولیکے,Police,,noun,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Stop! Thief,غین خا دوون,Gheen xa Duun,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I need your help.,جار ونار ماداد اواجے بیللا,Jar unar madad awaje billa,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
It's an emergency.,کامان لازمی بیلا,kaman lazmi bila,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'm lost.,جےہ اوالابا,Jeh awalaba,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I lost my bag.,جا باگ املو ےسپالابا,Ja bag amlo espalaba,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I lost my wallet.,جا پروسے ےسپالابا,Ja pruse espalaba,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'm sick.,جےہ بےمار با,Jeh bemar ba,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I've been injured.,جا زاخوم با,Ja Zakhum ba,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I need a doctor.,جار دوکتور اواجے بایے,Jar doctor awaje baie,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"I need Phone, Can I use your phone?",ونا پہونے اواجے ب جار جوچووما,Una phone awaje b jar jochuoma?,,phrase,problems,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
1,ہان,Han,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
2,التہو,Altho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
3,ےسکو,Esko,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
4,والتہو,Waltho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
5,ہےندو,çhendo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
6,بیشےندو,Bishendo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
7,تہالو,Thalo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
8,التہامبو,Althambo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
9,ہوچو,Hucho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
10,توروم,Toorum,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
11,تورما-ہان,Toorma-han,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
12,تورما-التو,Toorma-alto,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
13,تورما-ووسکو,Toorma-ousko,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
14,تورما-والتو,Toorma-walto,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
15,تورما-ہوندو,Toorma-çhundo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
16,تورما-بیشےندو,Toorma-Bishendo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
17,تورما-تہالو,Toorma-thalo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
18,تورما-الہتامبو,Toorma-alhtambo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
19,تورما-ہونچو,Toorma-huncho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
20,الہتار,alhtar,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
21,الہتار-ہان,alhtar-han,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
22,الہتار-التو,alhtar-alto,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
23,الہتار-ووسکو,alhtar-ousko,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
30,الہتار-تورومو,alhtar-toorumo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
40,الہتو-الہتار,alhto-alhtar,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
50,التو-التار-تورومو,alto-altar-toorumo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
60,ےسکی-الہتار,eski-alhtar,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
70,ےسکی-الہتار-تورومو,eski-alhtar-toorumo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
80,والہتی-الہتار,walhti-alhtar,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
90,والتی-التار-تورومو,walti-altar-toorumo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
100,ہےک-تہا,hek-tha,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
200,الہتو-تہا,alhto-tha,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
300,ےسکی-تہا,eski-tha,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"1,000",تہا,Thaa,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"2,000",الہتو-تہا,alhto-Thaa,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
half,کاتار,Katar,,noun,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
less,کامان/تہیشان//پہوکان,kaman/thishan//phookan,,noun,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: for liquid; for any solid
more,بوتتان/,buttan/,,noun,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
1,ہےن,hen,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
2,الہتان,alhtan,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
3,ےسکےن,esken,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
4,والہتو,walhto,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
5,ہوندو ہیندو,"çhundo, çhindo",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
6,مےشےندو بیشےندو,"meshendo, bishendo",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
8,الہتامبو,alhtambo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
9,ہونچو,huncho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
10,تورومو,toorumo,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
11,تورما-ہین,turma-hin,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
12,تورما-الہتان,turma-alhtan,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
13,تورمو-ےسکےن,turmo-esken,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
21,الہتار-ہین,alhtar-hin,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
22,الہتار-الہتان,alhtar-alhtan,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
23,الہتار-ےسکےن,alhtar-esken,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
1,ہےک,", hek",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
2,الہتو,"alhto,",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
3,یسکے,", iske",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
4,والہتے,", walhte",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
5,ہےندی,çhendi,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
6,بیشےندے,", bishende",,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
7,تہالی,thaly,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
8,الہتامبےی,alhtambei,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
9,ہوتیے,hutie,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
11,تورما-ہےک,turma-hek,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
12,تورما-التہو,turma-altho,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
13,تورما-ےسکی,turma-eski,,phrase,numbers,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
now,اموتوک,",Amotok",,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
later,دارباتےنا,Darbatena,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
before,ہاوےلوم,Havelum,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
morning,گونچاتکی,Gunchatki,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
afternoon,دوغوی,Doghoy,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
evening,پیشےنا,Pishena,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
night,تہاپ,Thap,,noun,time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
one o'clock AM,چوردےمو ہےک گارے بے/گاری بی,chordemo hek gare be/gari bi,,phrase,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
two o'clock AM,-------- التو گارے بے/گاری بی,-------- alto gare be/gari bi,,phrase,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
noon,دہوغوی مانیمی,dhughui manimi,,noun,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
one o'clock PM,دوگوویمو ہےک گارے بے/گاری بی,duguuymo hek gare be/gari bi,,phrase,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
two o'clock PM,-------- التو گارے بے/گاری بی,-------- alto gare be/gari bi,,phrase,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
midnight,گونای بابر/تہاپ بابر گونای بابی/تہاپ بابی,gonay babr/thap babr gonay baby/thap baby,,noun,clock time,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
minute,میناتے,minate,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
hour,غانتا,ghanta,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
day,گونز,gunz,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed; source note: ing
week,التانوز,altanuz,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
month,ہےسا,hesa,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed; source note: ming
year,دانن,dann,,noun,duration,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed; source note: ing
today,اخوین,", akhoinģ",,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
yesterday,ساتیک,", satik",,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
day before yesterday,یاربولتوک,yarboltok,,phrase,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
tomorrow,جیمالای جیمےل,"jimalay, jimel",,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
day after tomorrow,ہےپبولتوک,hepboltok,,phrase,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
this week,غوتے ہافتا,ghote hafta,,phrase,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: Urdu borrow
last week,یارمو تای ہافتا,yarmo tay hafta,,phrase,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
next week,جہوواس تےی ہافتا,jhuwas tey hafta,,phrase,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Sunday,ا-دیت,a-dit,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Monday,چاندورار,chandurar,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Tuesday,انگارو,angaro,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Wednesday,بودہو,bodho,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Thursday,بےرایسپات,berayspat,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Friday,شوکورو,shukuro,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Saturday,شومشایر,shumshayr,,noun,days,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
January,داسالو / تہامبوکوس,d̪asalo / thambokus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
February,ہووت / سارغالیک,huut̪ / sarghalic,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
March,ہامال / بویینگکوس,hamal / booyingkus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
April,ساور / جوینگخورکژ,sawr / jooingkhorczh,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
May,اوزا / تیک تارقےش,ǰawza / tik tarqesh,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
June,ساراتان / ہاوےلوم شینیکوس,sarat̪aan / havelum shinikus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
July,اسات / ماکوچوم شینیکوس,asat̪ / makuchum shinikus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
August,سامبولا / سامبولا,sambula / sambula,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
September,مییزان / ہاوےلوم داتوکوس,miizaan / hawelum datukus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
October,اقراپ / ماکوککوم داتوکوس,aqrap / makuccum datukus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
November,قاوس / ےلجومموشوم داتوکوس,qaws / eljummushum datukus,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
December,ادی / پہےتینگ بالواس,ǰad̪i / pheting baluas,,noun,months,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
black,ماتوم,matum,کالا,adjective,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
white,بوروم,burum,سفید,adjective,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
gray,تیک رانای,teek ranay,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
red,بردوم,bārdum,سرخ,adjective,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
blue,ایاش شےقام,ayash sheqam,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
yellow,یشکارک,ishkark,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
green,ےشقام,Eshqam,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
orange,مالتا,malta,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
purple,گولابیی,gulabii,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
brown,تیک رانگ,Teek Rang,,noun,colors,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
How much is a ticket to?,ےتای تیککےت بارومانان ر بیلا,etay ticket barumanan r bila?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
